COUNTRY,LOCATION,SITE_NAME,LATITUDE,LONGITUDE,MONTH,YEAR,DEPTH,SEVERITY_CODE,PERCENT_BLEACHED,MORTALITY_CODE,PERCENT_MORTALITY,SURVEY_TYPE,SOURCE,NAME,CITATION,COMMENTS,ENTRY_CODE,DATABASE_CODE
Jamaica,Windsor Castle,,18.2696,-76.6898,8,2000,9.2,1,2.631578947,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 38,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Braco Village West,,18.4827,-77.4986,9,2000,9.7,1,2.325581395,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 43,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Mountain Spring Bay,,18.4927,-77.5951,9,2000,10.1,1,3.225806452,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Silver Sands,,18.4929,-77.5265,9,2000,10.6,1,4.081632653,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 49,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Jamaica,Stewart Bay,,18.4950,-77.5611,9,2000,10.2,1,2.666666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 75,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Jamaica-2000,,,,,1
Cuba,Cayo Ballenatos (cresta),,21.5809,-81.6358,3,2001,1.7,1,2.857142857,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 70,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Blanco 1 (profundo),,21.8625,-81.3300,3,2001,10.1,1,1.162790698,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 86,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Blanco 2 (profundo),,21.8625,-81.3242,3,2001,6.7,1,2.040816327,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 147,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Campos 1 (profundo),,21.5488,-82.3302,3,2001,13.5,1,1.098901099,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 91,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Campos 2 (cresta),,21.5628,-82.3172,3,2001,1,1,1.612903226,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 62,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Campos 4 (profundo),,21.5486,-82.2928,3,2001,12.6,1,1.01010101,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 99,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Hicacos (cresta),,21.5364,-82.3713,3,2001,1,1,2.380952381,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 42,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Hicacos (profundo),,21.5260,-82.3746,3,2001,18.2,1,0.862068966,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 116,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayo Rico (cresta),,21.5770,-81.6818,3,2001,1.2,1,1.818181818,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 55,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Cayos Hijos de los Ballenatos (profundo),,21.5798,-81.5886,3,2001,16.1,1,2.272727273,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 88,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,N. Cayo de Dios (profundo),,21.7384,-81.0962,3,2001,10,1,2.352941176,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Playa Larga 2 (cresta),,21.4550,-82.7690,3,2001,0.7,1,2.325581395,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 43,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Playa Larga 3 (profundo),,21.4773,-82.7028,3,2001,13.3,1,3.488372093,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 86,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Punta FrancŽs 1 (profundo),,21.6141,-83.1960,3,2001,8.6,1,1.408450704,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 71,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,Punta FrancŽs 2 (cresta),,21.5971,-83.1734,3,2001,0.5,1,4.761904762,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 42,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,S. Ensenada de Cazones (profundo),,22.0959,-81.5176,3,2001,10.7,1,0.970873786,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,S.E. Cayo. Diego PŽrez (profundo),,21.9879,-81.4756,3,2001,13,1,1.709401709,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 117,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Cuba,S.E. Cayo. Diego PŽrez 4 (profundo),,22.0360,-81.5066,3,2001,12.9,1,0.970873786,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001A,,,,,1
Mauritius,West Coast,Albion,-20.2200,57.4083,4,2001,5m,2,37.8,NA,,,"Pillay et al, 2006","Pillay, Kamla Ruby Moothien",,,SBU,2
Mauritius,West Coast,Albion,-20.2200,57.4083,4,2001,10M,2,41,NA,,,"Pillay et al, 2006","Pillay, Kamla Ruby Moothien",,,SBU,2
Mauritius,West Coast,Albion,-20.2200,57.4083,4,2001,15m,2,40.9,NA,,,"Pillay et al, 2006","Pillay, Kamla Ruby Moothien",,,SBU,2
Cuba,Cayo Arbolito (cresta),,23.1000,-80.1267,5,2001,0.8,1,3.703703704,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 27,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Cuba,Cayo Bah’a de C‡diz (Faro) (cresta),,23.2103,-80.4742,5,2001,1.2,1,4.347826087,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 46,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Cuba,Cayo Bah’a de C‡diz (Oeste) (profundo),,23.2422,-80.5878,5,2001,13.9,1,2.857142857,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 35,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Cuba,Cayo Borracho (cresta),,22.6533,-79.1453,5,2001,1.2,1,2.272727273,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 44,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Cuba,Cayos Pajonal (Punta Tocinera) (profundo),,22.9150,-79.7014,5,2001,15.2,1,2,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 50,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Cuba,Cayo Guajaba (Oeste) (profundo),,21.9311,-77.5378,6,2001,12.2,1,3.448275862,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 58,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001B,,,,,1
Mauritius,West Coast,Albion,-20.2200,57.4083,8,2001,10M,1,1.2,NA,,,"Pillay et al, 2006","Pillay, Kamla Ruby Moothien",,,SBU,2
Mauritius,West Coast,Albion,-20.2200,57.4083,8,2001,15m,1,3.9,NA,,,"Pillay et al, 2006","Pillay, Kamla Ruby Moothien",,,SBU,2
CNMI,Saipan,Saipan Lagoon,15.1690,145.7040,8,2001,0-2m,2,35,1,20,Transects and visual obs,unpublished,Starmer. J.,,,EH,2
CNMI,Saipan,Saipan Lagoon,15.2290,145.7260,8,2001,0-2m,2,35,1,20,Transects and visual obs,unpublished,"Starmer, J.",,,EH,2
Cuba,Anc—n (cresta),,21.7131,-79.9943,8,2001,2.4,1,1.639344262,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 61,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Anc—n (profundo),,21.7142,-79.9995,8,2001,8,1,1.136363636,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 88,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Arrecifes Mulatas Centro (profundo),,21.6687,-79.9497,8,2001,12.3,1,1.204819277,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 83,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Arrecifes Mulatas Este (cresta),,21.6570,-79.9281,8,2001,1.6,1,1.785714286,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 56,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Arrecifes Mulatas Este (profundo),,21.6533,-79.9278,8,2001,13.3,1,0.900900901,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 111,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Boca de Juan Grin,,20.6268,-78.5966,8,2001,10.5,1,3.703703704,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 81,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Botijuela,,20.6035,-78.1828,8,2001,0.8,1,4.6875,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 64,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Campo Rosquete Norte,,20.5688,-78.2008,8,2001,1.4,1,2.53164557,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 79,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Anclitas Este,,20.7712,-78.8859,8,2001,11.9,1,1.538461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 130,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Anclitas Oeste (Punta Pr‡cticos B),,20.7984,-78.9568,8,2001,13.3,1,14.45783133,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 83,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Bret—n Oeste,,21.0645,-79.4223,8,2001,12.8,1,5.102040816,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 98,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Caballones Este,,20.8402,-79.0006,8,2001,10.9,1,2.97029703,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 101,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Cachiboca (Punta Ballenas),,20.6356,-78.7030,8,2001,12.8,1,1.5625,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 64,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Caguama (Punta Macao),,20.5870,-78.4653,8,2001,8.4,1,1.204819277,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 83,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Grande Este 1 (Punta Bayameses Oeste),,20.9098,-79.1188,8,2001,11.4,1,0.970873786,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Grande Este 2 (Punta Bayameses Este),,20.8982,-79.0953,8,2001,11.3,1,1.886792453,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 106,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Grande Oeste 1,,20.9701,-79.2189,8,2001,12.6,1,5.882352941,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 68,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Mates Norte,,20.5850,-78.1097,8,2001,0.9,1,1.612903226,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 62,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayo Piedra Grande (Pasa de Boca Piedra),,20.7630,-78.8552,8,2001,14.8,1,3.787878788,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 132,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Cayos Mates Sur,,20.5750,-78.1198,8,2001,1,1,1.282051282,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 78,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,MŽdanos de la Vela Centro,,21.2994,-79.5850,8,2001,7.7,1,2.53164557,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 79,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,N. MŽdano de la Vela A (profundo),,21.4543,-79.6459,8,2001,10.6,1,1.298701299,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,N. MŽdano de la Vela B (profundo),,21.4543,-79.6459,8,2001,10.3,1,2.816901408,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 71,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Pasa Cachiboca,,20.6851,-78.7575,8,2001,9.6,1,2.884615385,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Cuba,Punta Bret—n,,21.0758,-79.4677,8,2001,14.6,1,1.538461538,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 65,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Cuba-2001C,,,,,1
Mascarene Islands,Rodrigues,Ile aux Sables,-19.6810,63.3030,2,2002,,3,75,NA,75,,"Hardman, E.R. et al. 2004 in McClanahan, T.R. et al. (2005)","Hardman ER, Meunier S, Turner JR, Lynch TL, Taylor M,
Klaus R",,,EH,2
Mascarene Islands,Rodrigues,Ile aux Fous,-19.6560,63.3830,2,2002,0-5m,3,90,NA,75,,"Hardman, E.R. et al. 2004 in McClanahan, T.R. et al. (2005)","Hardman ER, Meunier S, Turner JR, Lynch TL, Taylor M,
Klaus R",,,EH,2
Mascarene Islands,Rodrigues,SW Lagoon 2,-19.7940,63.3980,2,2002,,3,75,NA,50,,"Hardman, E.R. et al. 2004 in McClanahan, T.R. et al. (2005)","Hardman ER, Meunier S, Turner JR, Lynch TL, Taylor M,
Klaus R",,,EH,2
Mascarene Islands,Rodrigues,Trou Malabar,-19.6780,63.4170,2,2002,0-2.5m,3,90,NA,63,,"Hardman, E.R. et al. 2004 in McClanahan, T.R. et al. (2005)","Hardman ER, Meunier S, Turner JR, Lynch TL, Taylor M,
Klaus R",,,EH,2
Australia,Great Barrier Reef,Magnetic,-19.1600,146.8500,2,2002,,1,12.62353262,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Border,-20.1600,149.0300,3,2002,,2,34.33817206,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Bait,-19.8000,149.0700,3,2002,,3,69.93677821,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Line,-19.6800,149.1900,3,2002,,3,82.28863604,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Oublier,-19.5236,149.3781,3,2002,,2,25.54071195,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
American Samoa,Tutuila Island,Upper Reef,-14.3000,-170.7000,3,2002,7 Ð 10,2,15,NA,,Observation,,"Craig, Peter",,Occasional snorkelling and diving. A range of percentage bleaching was given (5-25%). Mean average was taken.,SBU,2
Australia,Great Barrier Reef,Thetford,-16.8000,146.1800,4,2002,,2,31.88334473,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Sudbury,-16.9522,146.1900,4,2002,,2,14.86355563,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Moore,-16.8700,146.2100,4,2002,,2,23.78857665,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Pandora,-18.8100,146.4300,4,2002,,1,2.5,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Pelorus,-18.5500,146.4800,4,2002,,1,7.185941043,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Kelso,-18.4300,146.9900,4,2002,,2,28.27505828,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,John Brewer,-18.6300,147.0500,4,2002,,2,32.15098299,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Australia,Great Barrier Reef,Faraday,-18.4200,147.3500,4,2002,,2,20.81042704,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
American Samoa,Tutuila Island,Upper Reef,-14.3000,-170.7000,4,2002,7 Ð 10,2,15,NA,,Observation,,"Craig, Peter",,Occasional snorkelling and diving. A range of percentage bleaching was given (5-25%). Mean average was taken.,SBU,2
French Polynesia,Tahiti - Punaauia PK 18,,-17.6440,-149.2370,4,2002,0-4m,1,<5,NA,,visual estimate,"Serge Andrefouet & Claude Payri, personal comunicaton",,,"Shallow lagoon & back reef of barrier-reef complex, exposed to West; 
total cover - 1-10%; <5% of that bleached",,1
French Polynesia,"Tiahura, Moorea",,-17.4843,-149.9015,4,2002,,2,28.85,NA,,"At each station, all colonies visible to divers were counted and identified to genera within three belt transects of 10 m2 (10 m long _ 1 m wide) located parallel to each other and to the coastline.","Penin, L., M. Adjeroud, M. Schrimm and H.S. Lenihan. 2007. High spatial variability in coral bleaching around Moorea (French Polynesia): patterns across locations and water depths. C. R. Biologies 330: 171-181pp",,,Affected percentage of bleached corals is presented in the average between partially bleached corals (42.6%) and completely bleached corals (15.1%). There was a a significant increase in the percentage of bleaching with depth at Tiahura.,,1
French Polynesia,"Vaipahu, Moorea",,-17.4794,-149.8373,4,2002,,2,29.05,NA,,"At each station, all colonies visible to divers were counted and identified to genera within three belttransects of 10 m2 (10 m long _ 1 m wide) located parallel to each other and to the coastline.","Penin, L., M. Adjeroud, M. Schrimm and H.S. Lenihan. 2007. High spatial variability in coral bleaching around Moorea (French Polynesia): patterns across locations and water depths. C. R. Biologies 330: 171-181pp",,,The percentage affected is an average between partially bleached corals (40.2%) and completely bleached corals (17.9%).,,1
Australia,Great Barrier Reef,Keswick,-20.9100,149.4000,5,2002,,2,48.39240353,NA,,% colonies bleached,GBRMPA and Jeff Maynard,GBRMPA and Jeff Maynard,,,SD,2
Panama,Bocas del Toro: Deer Creek (Deep),,9.2357,-82.1111,6,2002,5.9,1,1.666666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 60,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Hector's Site 42 (Deep),,9.2673,-82.1190,6,2002,9.6,1,2.352941176,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Hector's Site 42 (Shallow),,9.2679,-82.1200,6,2002,1.7,1,5.555555556,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 36,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Hill Point 1,,9.4233,-82.3242,6,2002,1.2,1,4.166666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 24,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Hill Point 2,,9.4233,-82.3242,6,2002,1.2,1,19.23076923,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 26,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Isla Popa 1,,9.1942,-82.0800,6,2002,1.5,1,3.896103896,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Isla Popa 2,,9.1686,-82.0756,6,2002,2,1,9.090909091,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 33,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Isla Popa 3,,9.2203,-82.1006,6,2002,7.4,1,4.166666667,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 72,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Salt Creek (Deep),,9.2825,-82.1012,6,2002,4.4,1,1.075268817,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
Panama,Bocas del Toro: Toba 1,,9.1076,-81.8225,6,2002,1.2,2,55.17241379,NA,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 58,Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panam‡-2002,,,,,1
